"iso3c","short_name","type","value","label","axis","year_lab"
"KEN","Kenya","svy_hlth",2022,"Health/Demographic survey","value","2022"
"KEN","Kenya","cen_agri",2019,"Agriculture census","value","2019"
"KEN","Kenya","svy_agri",2021,"Agriculture survey","value","2021"
"KEN","Kenya","cen_bizz",2017,"Business/establishment census","value","2017"
"KEN","Kenya","svy_bizz",,"Business/establishment survey","value",
"KEN","Kenya","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"KEN","Kenya","svy_labr",1999,"Labor Force Survey","value","1999"
"KIR","Kiribati","cen_popu",2015,"Population & Housing census","value","2015"
"KIR","Kiribati","svy_hlth",2018,"Health/Demographic survey","value","2018"
"KIR","Kiribati","cen_agri",2020,"Agriculture census","value","2020"
"KIR","Kiribati","svy_agri",,"Agriculture survey","value",
"KIR","Kiribati","cen_bizz",,"Business/establishment census","value",
"KIR","Kiribati","svy_bizz",,"Business/establishment survey","value",
"KIR","Kiribati","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"KIR","Kiribati","svy_labr",,"Labor Force Survey","value",
"KOR","Korea","cen_popu",2020,"Population & Housing census","value","2020"
"KOR","Korea","svy_hlth",2023,"Health/Demographic survey","value","2023"
"KOR","Korea","cen_agri",2020,"Agriculture census","value","2020"
"KOR","Korea","svy_agri",2023,"Agriculture survey","value","2023"
"KOR","Korea","cen_bizz",,"Business/establishment census","value",
"KOR","Korea","svy_bizz",2023,"Business/establishment survey","value","2023"
"KOR","Korea","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"KOR","Korea","svy_labr",2023,"Labor Force Survey","value","2023"
"XKX","Kosovo","cen_popu",2011,"Population & Housing census","value","2011"
"XKX","Kosovo","svy_hlth",2019,"Health/Demographic survey","value","2019"
"XKX","Kosovo","cen_agri",2020,"Agriculture census","value","2020"
"XKX","Kosovo","svy_agri",2019,"Agriculture survey","value","2019"
"XKX","Kosovo","cen_bizz",,"Business/establishment census","value",
"XKX","Kosovo","svy_bizz",2019,"Business/establishment survey","value","2019"
"XKX","Kosovo","svy_hous",2018,"Household Survey on income/consumption/etc.","value","2018"
"XKX","Kosovo","svy_labr",2022,"Labor Force Survey","value","2022"
"KWT","Kuwait","cen_popu",2021,"Population & Housing census","value","2021"
"KWT","Kuwait","svy_hlth",2010,"Health/Demographic survey","value","2010"
"KWT","Kuwait","cen_agri",,"Agriculture census","value",
"KWT","Kuwait","svy_agri",2019,"Agriculture survey","value","2019"
"KWT","Kuwait","cen_bizz",,"Business/establishment census","value",
"KWT","Kuwait","svy_bizz",2019,"Business/establishment survey","value","2019"
"KWT","Kuwait","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"KWT","Kuwait","svy_labr",2016,"Labor Force Survey","value","2016"
"KGZ","Kyrgyz Republic","cen_popu",2022,"Population & Housing census","value","2022"
"KGZ","Kyrgyz Republic","svy_hlth",2018,"Health/Demographic survey","value","2018"
"KGZ","Kyrgyz Republic","cen_agri",2002,"Agriculture census","value","2002"
"KGZ","Kyrgyz Republic","svy_agri",,"Agriculture survey","value",
"KGZ","Kyrgyz Republic","cen_bizz",,"Business/establishment census","value",
"KGZ","Kyrgyz Republic","svy_bizz",2003,"Business/establishment survey","value","2003"
"KGZ","Kyrgyz Republic","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"KGZ","Kyrgyz Republic","svy_labr",2021,"Labor Force Survey","value","2021"
"LAO","Lao PDR","cen_popu",2015,"Population & Housing census","value","2015"
"LAO","Lao PDR","svy_hlth",2017,"Health/Demographic survey","value","2017"
"LAO","Lao PDR","cen_agri",2020,"Agriculture census","value","2020"
"LAO","Lao PDR","svy_agri",,"Agriculture survey","value",
"LAO","Lao PDR","cen_bizz",2006,"Business/establishment census","value","2006"
"LAO","Lao PDR","svy_bizz",,"Business/establishment survey","value",
"LAO","Lao PDR","svy_hous",2018,"Household Survey on income/consumption/etc.","value","2018"
"LAO","Lao PDR","svy_labr",2022,"Labor Force Survey","value","2022"
"LVA","Latvia","cen_popu",2021,"Population & Housing census","value","2021"
"LVA","Latvia","svy_hlth",2019,"Health/Demographic survey","value","2019"
"LVA","Latvia","cen_agri",2020,"Agriculture census","value","2020"
"LVA","Latvia","svy_agri",2020,"Agriculture survey","value","2020"
"LVA","Latvia","cen_bizz",,"Business/establishment census","value",
"LVA","Latvia","svy_bizz",2021,"Business/establishment survey","value","2021"
"LVA","Latvia","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"LVA","Latvia","svy_labr",2022,"Labor Force Survey","value","2022"
"LBN","Lebanon","cen_popu",,"Population & Housing census","value",
"LBN","Lebanon","svy_hlth",2020,"Health/Demographic survey","value","2020"
"LBN","Lebanon","cen_agri",2010,"Agriculture census","value","2010"
"LBN","Lebanon","svy_agri",,"Agriculture survey","value",
"LBN","Lebanon","cen_bizz",,"Business/establishment census","value",
"LBN","Lebanon","svy_bizz",,"Business/establishment survey","value",
"LBN","Lebanon","svy_hous",2011,"Household Survey on income/consumption/etc.","value","2011"
"LBN","Lebanon","svy_labr",2019,"Labor Force Survey","value","2019"
"LSO","Lesotho","cen_popu",2016,"Population & Housing census","value","2016"
"LSO","Lesotho","svy_hlth",2018,"Health/Demographic survey","value","2018"
"LSO","Lesotho","cen_agri",2020,"Agriculture census","value","2020"
"LSO","Lesotho","svy_agri",2018,"Agriculture survey","value","2018"
"LSO","Lesotho","cen_bizz",,"Business/establishment census","value",
"LSO","Lesotho","svy_bizz",,"Business/establishment survey","value",
"LSO","Lesotho","svy_hous",2017,"Household Survey on income/consumption/etc.","value","2017"
"LSO","Lesotho","svy_labr",2019,"Labor Force Survey","value","2019"
"LBR","Liberia","cen_popu",2022,"Population & Housing census","value","2022"
"LBR","Liberia","svy_hlth",2019,"Health/Demographic survey","value","2019"
"LBR","Liberia","cen_agri",,"Agriculture census","value",
"LBR","Liberia","svy_agri",2021,"Agriculture survey","value","2021"
"LBR","Liberia","cen_bizz",2017,"Business/establishment census","value","2017"
"LBR","Liberia","svy_bizz",,"Business/establishment survey","value",
"LBR","Liberia","svy_hous",2016,"Household Survey on income/consumption/etc.","value","2016"
"LBR","Liberia","svy_labr",2017,"Labor Force Survey","value","2017"
"LBY","Libya","cen_popu",2006,"Population & Housing census","value","2006"
"LBY","Libya","svy_hlth",2009,"Health/Demographic survey","value","2009"
"LBY","Libya","cen_agri",2001,"Agriculture census","value","2001"
"LBY","Libya","svy_agri",,"Agriculture survey","value",
"LBY","Libya","cen_bizz",,"Business/establishment census","value",
"LBY","Libya","svy_bizz",,"Business/establishment survey","value",
"LBY","Libya","svy_hous",,"Household Survey on income/consumption/etc.","value",
"LBY","Libya","svy_labr",2012,"Labor Force Survey","value","2012"
"LIE","Liechtenstein","cen_popu",,"Population & Housing census","value",
"LIE","Liechtenstein","svy_hlth",,"Health/Demographic survey","value",
"LIE","Liechtenstein","cen_agri",,"Agriculture census","value",
"LIE","Liechtenstein","svy_agri",,"Agriculture survey","value",
"LIE","Liechtenstein","cen_bizz",,"Business/establishment census","value",
"LIE","Liechtenstein","svy_bizz",,"Business/establishment survey","value",
"LIE","Liechtenstein","svy_hous",,"Household Survey on income/consumption/etc.","value",
"LIE","Liechtenstein","svy_labr",,"Labor Force Survey","value",
"LTU","Lithuania","cen_popu",2021,"Population & Housing census","value","2021"
"LTU","Lithuania","svy_hlth",2019,"Health/Demographic survey","value","2019"
"LTU","Lithuania","cen_agri",2020,"Agriculture census","value","2020"
"LTU","Lithuania","svy_agri",2020,"Agriculture survey","value","2020"
"LTU","Lithuania","cen_bizz",,"Business/establishment census","value",
"LTU","Lithuania","svy_bizz",2021,"Business/establishment survey","value","2021"
"LTU","Lithuania","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"LTU","Lithuania","svy_labr",2022,"Labor Force Survey","value","2022"
"LUX","Luxembourg","cen_popu",2021,"Population & Housing census","value","2021"
"LUX","Luxembourg","svy_hlth",2019,"Health/Demographic survey","value","2019"
"LUX","Luxembourg","cen_agri",2020,"Agriculture census","value","2020"
"LUX","Luxembourg","svy_agri",2020,"Agriculture survey","value","2020"
"LUX","Luxembourg","cen_bizz",,"Business/establishment census","value",
"LUX","Luxembourg","svy_bizz",2021,"Business/establishment survey","value","2021"
"LUX","Luxembourg","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"LUX","Luxembourg","svy_labr",2022,"Labor Force Survey","value","2022"
"MAC","Macao SAR, China","cen_popu",,"Population & Housing census","value",
"MAC","Macao SAR, China","svy_hlth",,"Health/Demographic survey","value",
"MAC","Macao SAR, China","cen_agri",,"Agriculture census","value",
"MAC","Macao SAR, China","svy_agri",,"Agriculture survey","value",
"MAC","Macao SAR, China","cen_bizz",,"Business/establishment census","value",
"MAC","Macao SAR, China","svy_bizz",,"Business/establishment survey","value",
"MAC","Macao SAR, China","svy_hous",,"Household Survey on income/consumption/etc.","value",
"MAC","Macao SAR, China","svy_labr",,"Labor Force Survey","value",
"MDG","Madagascar","cen_popu",2018,"Population & Housing census","value","2018"
"MDG","Madagascar","svy_hlth",2021,"Health/Demographic survey","value","2021"
"MDG","Madagascar","cen_agri",2004,"Agriculture census","value","2004"
"MDG","Madagascar","svy_agri",,"Agriculture survey","value",
"MDG","Madagascar","cen_bizz",,"Business/establishment census","value",
"MDG","Madagascar","svy_bizz",,"Business/establishment survey","value",
"MDG","Madagascar","svy_hous",2012,"Household Survey on income/consumption/etc.","value","2012"
"MDG","Madagascar","svy_labr",2015,"Labor Force Survey","value","2015"
"MWI","Malawi","cen_popu",2018,"Population & Housing census","value","2018"
"MWI","Malawi","svy_hlth",2019,"Health/Demographic survey","value","2019"
"MWI","Malawi","cen_agri",2006,"Agriculture census","value","2006"
"MWI","Malawi","svy_agri",2020,"Agriculture survey","value","2020"
"MWI","Malawi","cen_bizz",2016,"Business/establishment census","value","2016"
"MWI","Malawi","svy_bizz",2013,"Business/establishment survey","value","2013"
"MWI","Malawi","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"MWI","Malawi","svy_labr",2013,"Labor Force Survey","value","2013"
"MYS","Malaysia","cen_popu",2020,"Population & Housing census","value","2020"
"MYS","Malaysia","svy_hlth",2022,"Health/Demographic survey","value","2022"
"MYS","Malaysia","cen_agri",2005,"Agriculture census","value","2005"
"MYS","Malaysia","svy_agri",2014,"Agriculture survey","value","2014"
"MYS","Malaysia","cen_bizz",,"Business/establishment census","value",
"MYS","Malaysia","svy_bizz",2017,"Business/establishment survey","value","2017"
"MYS","Malaysia","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"MYS","Malaysia","svy_labr",2022,"Labor Force Survey","value","2022"
"MDV","Maldives","cen_popu",2022,"Population & Housing census","value","2022"
"MDV","Maldives","svy_hlth",2016,"Health/Demographic survey","value","2016"
"MDV","Maldives","cen_agri",,"Agriculture census","value",
"MDV","Maldives","svy_agri",,"Agriculture survey","value",
"MDV","Maldives","cen_bizz",,"Business/establishment census","value",
"MDV","Maldives","svy_bizz",2013,"Business/establishment survey","value","2013"
"MDV","Maldives","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"MDV","Maldives","svy_labr",,"Labor Force Survey","value",
"MLI","Mali","cen_popu",2022,"Population & Housing census","value","2022"
"MLI","Mali","svy_hlth",2018,"Health/Demographic survey","value","2018"
"MLI","Mali","cen_agri",2005,"Agriculture census","value","2005"
"MLI","Mali","svy_agri",2022,"Agriculture survey","value","2022"
"MLI","Mali","cen_bizz",,"Business/establishment census","value",
"MLI","Mali","svy_bizz",2007,"Business/establishment survey","value","2007"
"MLI","Mali","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"MLI","Mali","svy_labr",2020,"Labor Force Survey","value","2020"
"MLT","Malta","cen_popu",2011,"Population & Housing census","value","2011"
"MLT","Malta","svy_hlth",2019,"Health/Demographic survey","value","2019"
"MLT","Malta","cen_agri",2020,"Agriculture census","value","2020"
"MLT","Malta","svy_agri",2020,"Agriculture survey","value","2020"
"MLT","Malta","cen_bizz",,"Business/establishment census","value",
"MLT","Malta","svy_bizz",2021,"Business/establishment survey","value","2021"
"MLT","Malta","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"MLT","Malta","svy_labr",2023,"Labor Force Survey","value","2023"
"MHL","Marshall Islands","cen_popu",2021,"Population & Housing census","value","2021"
"MHL","Marshall Islands","svy_hlth",2007,"Health/Demographic survey","value","2007"
"MHL","Marshall Islands","cen_agri",2021,"Agriculture census","value","2021"
"MHL","Marshall Islands","svy_agri",,"Agriculture survey","value",
"MHL","Marshall Islands","cen_bizz",,"Business/establishment census","value",
"MHL","Marshall Islands","svy_bizz",,"Business/establishment survey","value",
"MHL","Marshall Islands","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"MHL","Marshall Islands","svy_labr",,"Labor Force Survey","value",
"MRT","Mauritania","cen_popu",2013,"Population & Housing census","value","2013"
"MRT","Mauritania","svy_hlth",2019,"Health/Demographic survey","value","2019"
"MRT","Mauritania","cen_agri",,"Agriculture census","value",
"MRT","Mauritania","svy_agri",2023,"Agriculture survey","value","2023"
"MRT","Mauritania","cen_bizz",,"Business/establishment census","value",
"MRT","Mauritania","svy_bizz",,"Business/establishment survey","value",
"MRT","Mauritania","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"MRT","Mauritania","svy_labr",2017,"Labor Force Survey","value","2017"
"MUS","Mauritius","cen_popu",2022,"Population & Housing census","value","2022"
"MUS","Mauritius","svy_hlth",2011,"Health/Demographic survey","value","2011"
"MUS","Mauritius","cen_agri",2014,"Agriculture census","value","2014"
"MUS","Mauritius","svy_agri",2005,"Agriculture survey","value","2005"
"MUS","Mauritius","cen_bizz",,"Business/establishment census","value",
"MUS","Mauritius","svy_bizz",,"Business/establishment survey","value",
"MUS","Mauritius","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"MUS","Mauritius","svy_labr",2022,"Labor Force Survey","value","2022"
"MEX","Mexico","cen_popu",2020,"Population & Housing census","value","2020"
"MEX","Mexico","svy_hlth",2015,"Health/Demographic survey","value","2015"
"MEX","Mexico","cen_agri",2022,"Agriculture census","value","2022"
"MEX","Mexico","svy_agri",2019,"Agriculture survey","value","2019"
"MEX","Mexico","cen_bizz",,"Business/establishment census","value",
"MEX","Mexico","svy_bizz",2019,"Business/establishment survey","value","2019"
"MEX","Mexico","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"MEX","Mexico","svy_labr",2023,"Labor Force Survey","value","2023"
"FSM","Micronesia","cen_popu",2010,"Population & Housing census","value","2010"
"FSM","Micronesia","svy_hlth",,"Health/Demographic survey","value",
"FSM","Micronesia","cen_agri",2016,"Agriculture census","value","2016"
"FSM","Micronesia","svy_agri",,"Agriculture survey","value",
"FSM","Micronesia","cen_bizz",,"Business/establishment census","value",
"FSM","Micronesia","svy_bizz",,"Business/establishment survey","value",
"FSM","Micronesia","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"FSM","Micronesia","svy_labr",,"Labor Force Survey","value",
"MDA","Moldova","cen_popu",2014,"Population & Housing census","value","2014"
"MDA","Moldova","svy_hlth",2012,"Health/Demographic survey","value","2012"
"MDA","Moldova","cen_agri",2011,"Agriculture census","value","2011"
"MDA","Moldova","svy_agri",,"Agriculture survey","value",
"MDA","Moldova","cen_bizz",,"Business/establishment census","value",
"MDA","Moldova","svy_bizz",2020,"Business/establishment survey","value","2020"
"MDA","Moldova","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"MDA","Moldova","svy_labr",2023,"Labor Force Survey","value","2023"
"MCO","Monaco","cen_popu",,"Population & Housing census","value",
"MCO","Monaco","svy_hlth",,"Health/Demographic survey","value",
"MCO","Monaco","cen_agri",,"Agriculture census","value",
"MCO","Monaco","svy_agri",,"Agriculture survey","value",
"MCO","Monaco","cen_bizz",,"Business/establishment census","value",
"MCO","Monaco","svy_bizz",,"Business/establishment survey","value",
"MCO","Monaco","svy_hous",,"Household Survey on income/consumption/etc.","value",
"MCO","Monaco","svy_labr",,"Labor Force Survey","value",
"MNG","Mongolia","cen_popu",2020,"Population & Housing census","value","2020"
"MNG","Mongolia","svy_hlth",2018,"Health/Demographic survey","value","2018"
"MNG","Mongolia","cen_agri",2011,"Agriculture census","value","2011"
"MNG","Mongolia","svy_agri",2018,"Agriculture survey","value","2018"
"MNG","Mongolia","cen_bizz",,"Business/establishment census","value",
"MNG","Mongolia","svy_bizz",,"Business/establishment survey","value",
"MNG","Mongolia","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"MNG","Mongolia","svy_labr",2023,"Labor Force Survey","value","2023"
"MNE","Montenegro","cen_popu",2023,"Population & Housing census","value","2023"
"MNE","Montenegro","svy_hlth",2018,"Health/Demographic survey","value","2018"
"MNE","Montenegro","cen_agri",2010,"Agriculture census","value","2010"
"MNE","Montenegro","svy_agri",2016,"Agriculture survey","value","2016"
"MNE","Montenegro","cen_bizz",,"Business/establishment census","value",
"MNE","Montenegro","svy_bizz",,"Business/establishment survey","value",
"MNE","Montenegro","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"MNE","Montenegro","svy_labr",2022,"Labor Force Survey","value","2022"
"MAR","Morocco","cen_popu",2014,"Population & Housing census","value","2014"
"MAR","Morocco","svy_hlth",2018,"Health/Demographic survey","value","2018"
"MAR","Morocco","cen_agri",2016,"Agriculture census","value","2016"
"MAR","Morocco","svy_agri",2021,"Agriculture survey","value","2021"
"MAR","Morocco","cen_bizz",2001,"Business/establishment census","value","2001"
"MAR","Morocco","svy_bizz",2019,"Business/establishment survey","value","2019"
"MAR","Morocco","svy_hous",2013,"Household Survey on income/consumption/etc.","value","2013"
"MAR","Morocco","svy_labr",2019,"Labor Force Survey","value","2019"
"MOZ","Mozambique","cen_popu",2017,"Population & Housing census","value","2017"
"MOZ","Mozambique","svy_hlth",2018,"Health/Demographic survey","value","2018"
"MOZ","Mozambique","cen_agri",2009,"Agriculture census","value","2009"
"MOZ","Mozambique","svy_agri",2022,"Agriculture survey","value","2022"
"MOZ","Mozambique","cen_bizz",2015,"Business/establishment census","value","2015"
"MOZ","Mozambique","svy_bizz",,"Business/establishment survey","value",
"MOZ","Mozambique","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"MOZ","Mozambique","svy_labr",2004,"Labor Force Survey","value","2004"
"MMR","Myanmar","cen_popu",2014,"Population & Housing census","value","2014"
"MMR","Myanmar","svy_hlth",2015,"Health/Demographic survey","value","2015"
"MMR","Myanmar","cen_agri",2010,"Agriculture census","value","2010"
"MMR","Myanmar","svy_agri",2022,"Agriculture survey","value","2022"
"MMR","Myanmar","cen_bizz",,"Business/establishment census","value",
"MMR","Myanmar","svy_bizz",2017,"Business/establishment survey","value","2017"
"MMR","Myanmar","svy_hous",2017,"Household Survey on income/consumption/etc.","value","2017"
"MMR","Myanmar","svy_labr",2020,"Labor Force Survey","value","2020"
"NAM","Namibia","cen_popu",2023,"Population & Housing census","value","2023"
"NAM","Namibia","svy_hlth",2013,"Health/Demographic survey","value","2013"
"NAM","Namibia","cen_agri",2014,"Agriculture census","value","2014"
"NAM","Namibia","svy_agri",,"Agriculture survey","value",
"NAM","Namibia","cen_bizz",2019,"Business/establishment census","value","2019"
"NAM","Namibia","svy_bizz",,"Business/establishment survey","value",
"NAM","Namibia","svy_hous",2015,"Household Survey on income/consumption/etc.","value","2015"
"NAM","Namibia","svy_labr",2018,"Labor Force Survey","value","2018"
"NRU","Nauru","cen_popu",2021,"Population & Housing census","value","2021"
"NRU","Nauru","svy_hlth",,"Health/Demographic survey","value",
"NRU","Nauru","cen_agri",2021,"Agriculture census","value","2021"
"NRU","Nauru","svy_agri",,"Agriculture survey","value",
"NRU","Nauru","cen_bizz",,"Business/establishment census","value",
"NRU","Nauru","svy_bizz",,"Business/establishment survey","value",
"NRU","Nauru","svy_hous",2012,"Household Survey on income/consumption/etc.","value","2012"
"NRU","Nauru","svy_labr",,"Labor Force Survey","value",
"NPL","Nepal","cen_popu",2021,"Population & Housing census","value","2021"
"NPL","Nepal","svy_hlth",2022,"Health/Demographic survey","value","2022"
"NPL","Nepal","cen_agri",2021,"Agriculture census","value","2021"
"NPL","Nepal","svy_agri",,"Agriculture survey","value",
"NPL","Nepal","cen_bizz",2018,"Business/establishment census","value","2018"
"NPL","Nepal","svy_bizz",2008,"Business/establishment survey","value","2008"
"NPL","Nepal","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"NPL","Nepal","svy_labr",2017,"Labor Force Survey","value","2017"
"NLD","Netherlands","cen_popu",2021,"Population & Housing census","value","2021"
"NLD","Netherlands","svy_hlth",2019,"Health/Demographic survey","value","2019"
"NLD","Netherlands","cen_agri",2020,"Agriculture census","value","2020"
"NLD","Netherlands","svy_agri",2020,"Agriculture survey","value","2020"
"NLD","Netherlands","cen_bizz",,"Business/establishment census","value",
"NLD","Netherlands","svy_bizz",2021,"Business/establishment survey","value","2021"
"NLD","Netherlands","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"NLD","Netherlands","svy_labr",2022,"Labor Force Survey","value","2022"
"NCL","New Caledonia","cen_popu",,"Population & Housing census","value",
"NCL","New Caledonia","svy_hlth",,"Health/Demographic survey","value",
"NCL","New Caledonia","cen_agri",,"Agriculture census","value",
"NCL","New Caledonia","svy_agri",,"Agriculture survey","value",
"NCL","New Caledonia","cen_bizz",,"Business/establishment census","value",
"NCL","New Caledonia","svy_bizz",,"Business/establishment survey","value",
"NCL","New Caledonia","svy_hous",,"Household Survey on income/consumption/etc.","value",
"NCL","New Caledonia","svy_labr",2022,"Labor Force Survey","value","2022"
"NZL","New Zealand","cen_popu",2018,"Population & Housing census","value","2018"
"NZL","New Zealand","svy_hlth",2023,"Health/Demographic survey","value","2023"
"NZL","New Zealand","cen_agri",2017,"Agriculture census","value","2017"
"NZL","New Zealand","svy_agri",2023,"Agriculture survey","value","2023"
"NZL","New Zealand","cen_bizz",,"Business/establishment census","value",
"NZL","New Zealand","svy_bizz",2021,"Business/establishment survey","value","2021"
"NZL","New Zealand","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"NZL","New Zealand","svy_labr",2022,"Labor Force Survey","value","2022"
"NIC","Nicaragua","cen_popu",2005,"Population & Housing census","value","2005"
"NIC","Nicaragua","svy_hlth",2010,"Health/Demographic survey","value","2010"
"NIC","Nicaragua","cen_agri",2011,"Agriculture census","value","2011"
"NIC","Nicaragua","svy_agri",,"Agriculture survey","value",
"NIC","Nicaragua","cen_bizz",2010,"Business/establishment census","value","2010"
"NIC","Nicaragua","svy_bizz",,"Business/establishment survey","value",
"NIC","Nicaragua","svy_hous",2016,"Household Survey on income/consumption/etc.","value","2016"
"NIC","Nicaragua","svy_labr",2019,"Labor Force Survey","value","2019"
"NER","Niger","cen_popu",2012,"Population & Housing census","value","2012"
"NER","Niger","svy_hlth",2021,"Health/Demographic survey","value","2021"
"NER","Niger","cen_agri",2004,"Agriculture census","value","2004"
"NER","Niger","svy_agri",2022,"Agriculture survey","value","2022"
"NER","Niger","cen_bizz",2022,"Business/establishment census","value","2022"
"NER","Niger","svy_bizz",,"Business/establishment survey","value",
"NER","Niger","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"NER","Niger","svy_labr",2017,"Labor Force Survey","value","2017"
"NGA","Nigeria","cen_popu",2006,"Population & Housing census","value","2006"
"NGA","Nigeria","svy_hlth",2021,"Health/Demographic survey","value","2021"
"NGA","Nigeria","cen_agri",2006,"Agriculture census","value","2006"
"NGA","Nigeria","svy_agri",2021,"Agriculture survey","value","2021"
"NGA","Nigeria","cen_bizz",,"Business/establishment census","value",
"NGA","Nigeria","svy_bizz",,"Business/establishment survey","value",
"NGA","Nigeria","svy_hous",2018,"Household Survey on income/consumption/etc.","value","2018"
"NGA","Nigeria","svy_labr",2022,"Labor Force Survey","value","2022"
"MKD","North Macedonia","cen_popu",2021,"Population & Housing census","value","2021"
"MKD","North Macedonia","svy_hlth",2018,"Health/Demographic survey","value","2018"
"MKD","North Macedonia","cen_agri",2020,"Agriculture census","value","2020"
"MKD","North Macedonia","svy_agri",2016,"Agriculture survey","value","2016"
"MKD","North Macedonia","cen_bizz",,"Business/establishment census","value",
"MKD","North Macedonia","svy_bizz",2019,"Business/establishment survey","value","2019"
"MKD","North Macedonia","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"MKD","North Macedonia","svy_labr",2023,"Labor Force Survey","value","2023"
"MNP","Northern Mariana Islands","cen_popu",,"Population & Housing census","value",
"MNP","Northern Mariana Islands","svy_hlth",,"Health/Demographic survey","value",
"MNP","Northern Mariana Islands","cen_agri",,"Agriculture census","value",
"MNP","Northern Mariana Islands","svy_agri",,"Agriculture survey","value",
"MNP","Northern Mariana Islands","cen_bizz",,"Business/establishment census","value",
"MNP","Northern Mariana Islands","svy_bizz",,"Business/establishment survey","value",
"MNP","Northern Mariana Islands","svy_hous",,"Household Survey on income/consumption/etc.","value",
"MNP","Northern Mariana Islands","svy_labr",,"Labor Force Survey","value",
"NOR","Norway","cen_popu",2021,"Population & Housing census","value","2021"
"NOR","Norway","svy_hlth",2003,"Health/Demographic survey","value","2003"
"NOR","Norway","cen_agri",2020,"Agriculture census","value","2020"
"NOR","Norway","svy_agri",2021,"Agriculture survey","value","2021"
"NOR","Norway","cen_bizz",,"Business/establishment census","value",
"NOR","Norway","svy_bizz",2021,"Business/establishment survey","value","2021"
"NOR","Norway","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"NOR","Norway","svy_labr",2022,"Labor Force Survey","value","2022"
"OMN","Oman","cen_popu",2020,"Population & Housing census","value","2020"
"OMN","Oman","svy_hlth",2014,"Health/Demographic survey","value","2014"
"OMN","Oman","cen_agri",2013,"Agriculture census","value","2013"
"OMN","Oman","svy_agri",,"Agriculture survey","value",
"OMN","Oman","cen_bizz",,"Business/establishment census","value",
"OMN","Oman","svy_bizz",2001,"Business/establishment survey","value","2001"
"OMN","Oman","svy_hous",2018,"Household Survey on income/consumption/etc.","value","2018"
"OMN","Oman","svy_labr",,"Labor Force Survey","value",
"PAK","Pakistan","cen_popu",2017,"Population & Housing census","value","2017"
"PAK","Pakistan","svy_hlth",2019,"Health/Demographic survey","value","2019"
"PAK","Pakistan","cen_agri",2010,"Agriculture census","value","2010"
"PAK","Pakistan","svy_agri",2022,"Agriculture survey","value","2022"
"PAK","Pakistan","cen_bizz",,"Business/establishment census","value",
"PAK","Pakistan","svy_bizz",,"Business/establishment survey","value",
"PAK","Pakistan","svy_hous",2018,"Household Survey on income/consumption/etc.","value","2018"
"PAK","Pakistan","svy_labr",2021,"Labor Force Survey","value","2021"
"PLW","Palau","cen_popu",2015,"Population & Housing census","value","2015"
"PLW","Palau","svy_hlth",,"Health/Demographic survey","value",
"PLW","Palau","cen_agri",2020,"Agriculture census","value","2020"
"PLW","Palau","svy_agri",,"Agriculture survey","value",
"PLW","Palau","cen_bizz",,"Business/establishment census","value",
"PLW","Palau","svy_bizz",,"Business/establishment survey","value",
"PLW","Palau","svy_hous",2013,"Household Survey on income/consumption/etc.","value","2013"
"PLW","Palau","svy_labr",,"Labor Force Survey","value",
"PAN","Panama","cen_popu",2023,"Population & Housing census","value","2023"
"PAN","Panama","svy_hlth",2013,"Health/Demographic survey","value","2013"
"PAN","Panama","cen_agri",2011,"Agriculture census","value","2011"
"PAN","Panama","svy_agri",,"Agriculture survey","value",
"PAN","Panama","cen_bizz",,"Business/establishment census","value",
"PAN","Panama","svy_bizz",2019,"Business/establishment survey","value","2019"
"PAN","Panama","svy_hous",2023,"Household Survey on income/consumption/etc.","value","2023"
"PAN","Panama","svy_labr",2023,"Labor Force Survey","value","2023"
